id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords
44243;CN-0165;medium_airport;Ningbo Zhuangqiao Air Base;299228;121573997;;AS;CN;CN-33;Ningbo;no;;;;;;
44247;CN-0169;medium_airport;Shanghai Dachang Air Base;31324438;121409508;;AS;CN;CN-31;Shanghai (Baoshan);no;;;;;;
44260;CN-0182;medium_airport;Zhangshu Air Base;28023283;115549649;116;AS;CN;CN-36;Yichun;no;;;;;;
44263;CN-0185;medium_airport;Changchun Air Base;439053;125197998;;AS;CN;CN-22;Changchun;no;;;;;;
348158;CN-0188;medium_airport;Beijing Nanjiao Airport;3948595;11637236;;AS;CN;CN-11;Beijing;no;ZBNY;NAY;;;https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%8D%97%E9%83%8A%E6%9C%BA%E5%9C%BA;New Nanyuan
44267;CN-0189;medium_airport;Dandong Langtou Airport;400247;124286003;30;AS;CN;CN-21;Zhenxing, Dandong;yes;ZYDD;DDG;;http://www.ddcei.gov.cn/english/index.html;https://en.wikipedia.org/wiki/Dandong_Airport;
44268;CN-0190;medium_airport;Dingxin-Shuangchengzi Air Base;40401402;99789398;;AS;CN;CN-62;Jiuquan (Jinta);no;;;;;;
44269;CN-0191;medium_airport;Fuxin Air Base;42078899;121662003;;AS;CN;CN-21;Xihe, Fuxin;no;;;;;;
44270;CN-0192;medium_airport;Gongzhuling Air Base;43526293;12478466;;AS;CN;CN-22;Siping;no;;;;;;Huaide Air Base
44275;CN-0197;medium_airport;Kaiyuan Air Base;42525799;123982002;;AS;CN;CN-21;Qinghe, Tieling;no;;;;;;
44276;CN-0198;medium_airport;Lalin Air Base;45259457;126893536;;AS;CN;CN-23;Harbin;no;;;;;;
44279;CN-0201;medium_airport;Pingquan Air Base;40900409;118677878;;AS;CN;CN-13;Chengde;no;;;;;;
44282;CN-0204;medium_airport;Shenyang Beiling Air Base;418708;123439003;;AS;CN;CN-21;Huanggu, Shenyang;no;;;;;;
44284;CN-0206;medium_airport;Shenyang Yuhong Quansheng Airport;41822498;123299004;;AS;CN;CN-21;Yuhong, Shenyang;no;;;;;;
44286;CN-0208;medium_airport;Siping Air Base;43156898;124292;;AS;CN;CN-22;Siping;no;;;;;;
44287;CN-0209;medium_airport;Suizhong Air Base;40298992;12036152;43;AS;CN;CN-21;Huludao;no;;;;;;
44288;CN-0210;medium_airport;Tuchengzi Air Base;38912201;121238998;;AS;CN;CN-21;Lüshunkou, Dalian;no;;;;;;
350882;CN-0236;medium_airport;Xigaze Dingri Airport;28604567;86798;14108;AS;CN;CN-54;Xigazê (Dingri);no;;DDR;;;https://en.wikipedia.org/wiki/Shigatse_Tingri_Airport;Shigatse Tingri
353993;CN-0316;medium_airport;Chenghu General Airport;31215334;120789328;;AS;CN;CN-32;Suzhou;no;;;;;;
353995;CN-0317;medium_airport;Liyang Tianmuhu General Airport;3153904;119502554;54;AS;CN;CN-32;Changzhou;no;;;;;https://zh.wikipedia.org/wiki/%E6%BA%A7%E9%98%B3%E6%BA%A7%E5%9F%8E%E7%9B%B4%E5%8D%87%E6%9C%BA%E5%9C%BA;
354040;CN-0321;medium_airport;Anji Tianzihu General Airport;30797725;119590287;137;AS;CN;CN-33;Anji;no;ZSTZ;;;;;
354509;CN-0331;medium_airport;Jiuzhou Airport;26998259;107759571;;AS;CN;CN-52;Jiuzhou;no;;;;;;
354657;CN-0344;medium_airport;Paozhuwan Air Base;30673944;11463089;;AS;CN;CN-42;Wuhan (Xinzhou);no;;;;;;
354658;CN-0345;medium_airport;Shanpo Air Base;30087612;11431366;;AS;CN;CN-42;Wuhan;no;;;;;;
354995;CN-0353;medium_airport;Zhanjiang Wuchuan Airport;21481667;110590278;;AS;CN;CN-44;Zhanjiang;yes;ZGZJ;ZHA;;;https://en.wikipedia.org/wiki/Zhanjiang_Wuchuan_Airport;
430508;CN-0396;medium_airport;Shaodong Airport;272235;1116741;;AS;CN;CN-43;Shaoyang (Shaodong);no;;;;;;
43974;CN-JNZ;medium_airport;Sanshilipu Air Base;39289671;121762195;;AS;CN;CN-21;Jinzhou, Dalian;no;;;;;;Shilipu
32048;CN-NTG;medium_airport;Nantong Xingdong International Airport;32070801;120975998;16;AS;CN;CN-32;Nantong;yes;ZSNT;NTG;;;https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport;
1294;CNC3;medium_airport;Brampton-Caledon Airport;437603;-79875;935;NA;CA;CA-ON;;no;CNC3;;CNC3;;https://en.wikipedia.org/wiki/Brampton_Airport;NC3
44646;CY-0002;medium_airport;Lefkoniko Airport / Geçitkale Air Base;3523591;33720088;146;AS;CY;CY-03;Lefkoniko (Geçitkale);yes;LCGK;GEC;;;https://en.wikipedia.org/wiki/Geçitkale_Air_Base;Geçitkale Air Base
1652;CYAC;medium_airport;Cat Lake Airport;5,17272E+15;-9,18244E+15;1344;NA;CA;CA-ON;Cat Lake;yes;CYAC;YAC;;;https://en.wikipedia.org/wiki/Cat_Lake_Airport;
1654;CYAG;medium_airport;Fort Frances Municipal Airport;48655749;-9344349;1125;NA;CA;CA-ON;Fort Frances;yes;CYAG;YAG;;;https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport;
1655;CYAH;medium_airport;La Grande-4 Airport;53754699707;-7,36753E+11;1005;NA;CA;CA-QC;La Grande-4;no;CYAH;YAH;;;https://en.wikipedia.org/wiki/La_Grande-4_Airport;YAH
1656;CYAL;medium_airport;Alert Bay Airport;50582199;-126916;240;NA;CA;CA-BC;Alert Bay;yes;CYAL;YAL;;;https://en.wikipedia.org/wiki/Alert_Bay_Airport;
1657;CYAM;medium_airport;Sault Ste Marie Airport;46485001;-84509399;630;NA;CA;CA-ON;Sault Ste Marie;yes;CYAM;YAM;;http://www.saultairport.com/;https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport;
1658;CYAQ;medium_airport;Kasabonika Airport;5,35247E+15;-8,86428E+14;672;NA;CA;CA-ON;Kasabonika;yes;CYAQ;XKS;;;https://en.wikipedia.org/wiki/Kasabonika_Airport;YAQ
1659;CYAS;medium_airport;Kangirsuk Airport;6,00272E+16;-6,99992E+15;403;NA;CA;CA-QC;Kangirsuk;yes;CYAS;YKG;;;https://en.wikipedia.org/wiki/Kangirsuk_Airport;YAS
1660;CYAT;medium_airport;Attawapiskat Airport;5,29275E+14;-8,24319E+15;31;NA;CA;CA-ON;Attawapiskat;yes;CYAT;YAT;;;https://en.wikipedia.org/wiki/Attawapiskat_Airport;
1662;CYAV;medium_airport;Winnipeg / St. Andrews Airport;500564;-97032501;760;NA;CA;CA-MB;Saint Andrews;no;CYAV;;;;https://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport;YAV
1664;CYAX;medium_airport;Lac Du Bonnet Airport;50294399;-96010002;850;NA;CA;CA-MB;Lac Du Bonnet;yes;CYAX;;;;https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport;YAX
1665;CYAY;medium_airport;St. Anthony Airport;51391909;-5608321;108;NA;CA;CA-NL;St. Anthony;yes;CYAY;YAY;;;https://en.wikipedia.org/wiki/St._Anthony_Airport;
1666;CYAZ;medium_airport;Tofino / Long Beach Airport;49079833;-125775583;80;NA;CA;CA-BC;Tofino;yes;CYAZ;YAZ;;http://www.acrd.bc.ca/long-beach-airport;https://en.wikipedia.org/wiki/Tofino_Airport;
1668;CYBB;medium_airport;Kugaaruk Airport;68534401;-89808098;56;NA;CA;CA-NU;Kugaaruk;yes;CYBB;YBB;;;https://en.wikipedia.org/wiki/Kugaaruk_Airport;YBB, Pelly Bay Townsite Airport
1669;CYBC;medium_airport;Baie-Comeau Airport;491325;-68204399;71;NA;CA;CA-QC;Baie-Comeau;yes;CYBC;YBC;YBC;;https://en.wikipedia.org/wiki/Baie-Comeau_Airport;
1670;CYBD;medium_airport;Bella Coola Airport;52387501;-126596001;117;NA;CA;CA-BC;Bella Coola;yes;CYBD;QBC;;;https://en.wikipedia.org/wiki/Bella_Coola_Airport;YBD
1671;CYBE;medium_airport;Uranium City Airport;5,95614E+14;-1,08481E+16;1044;NA;CA;CA-SK;Uranium City;yes;CYBE;YBE;;;https://en.wikipedia.org/wiki/Uranium_City_Airport;
1672;CYBF;medium_airport;Bonnyville Airport;54304199;-110744003;1836;NA;CA;CA-AB;Bonnyville;yes;CYBF;YBY;;http://town.bonnyville.ab.ca/livingin/airport/index.html;https://en.wikipedia.org/wiki/Bonnyville_Airport;YBF
1673;CYBG;medium_airport;CFB Bagotville;4,83306E+15;-7,09964E+15;522;NA;CA;CA-QC;Bagotville;yes;CYBG;YBG;;;https://en.wikipedia.org/wiki/CFB_Bagotville;Bagotville Airport
1674;CYBK;medium_airport;Baker Lake Airport;6,42989E+15;-96077796936;59;NA;CA;CA-NU;Baker Lake;yes;CYBK;YBK;;;https://en.wikipedia.org/wiki/Baker_Lake_Airport;
1675;CYBL;medium_airport;Campbell River Airport;49950802;-125271004;346;NA;CA;CA-BC;Campbell River;yes;CYBL;YBL;YBL;;https://en.wikipedia.org/wiki/Campbell_River_Airport;
1677;CYBQ;medium_airport;Tadoule Lake Airport;587061;-98512199;923;NA;CA;CA-MB;Tadoule Lake;yes;CYBQ;XTL;;;https://en.wikipedia.org/wiki/Tadoule_Lake_Airport;YBQ
1678;CYBR;medium_airport;Brandon Municipal Airport;4991;-99951897;1343;NA;CA;CA-MB;Brandon;yes;CYBR;YBR;;;https://en.wikipedia.org/wiki/Brandon_Airport;
1679;CYBT;medium_airport;Brochet Airport;578894;-101679001;1136;NA;CA;CA-MB;Brochet;yes;CYBT;YBT;;;https://en.wikipedia.org/wiki/Brochet_Airport;
1680;CYBU;medium_airport;Nipawin Airport;5,33325E+15;-1,04008E+16;1220;NA;CA;CA-SK;Nipawin;no;CYBU;;;;https://en.wikipedia.org/wiki/Nipawin_Airport;YBU
1681;CYBV;medium_airport;Berens River Airport;52358898;-97018303;728;NA;CA;CA-MB;Berens River;yes;CYBV;YBV;;;https://en.wikipedia.org/wiki/Berens_River_Airport;
1682;CYBW;medium_airport;Calgary / Springbank Airport;511031;-114374001;3940;NA;CA;CA-AB;Calgary;no;CYBW;;;http://www.ybw.ca/;https://en.wikipedia.org/wiki/Calgary/Springbank_Airport;YBW
1683;CYBX;medium_airport;Lourdes-de-Blanc-Sablon Airport;514436;-57185299;121;NA;CA;CA-QC;Blanc-Sablon;yes;CYBX;YBX;;;https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport;
1684;CYCA;medium_airport;Cartwright Airport;53682501;-57042303;40;NA;CA;CA-NL;Cartwright;yes;CYCA;YRF;;;https://en.wikipedia.org/wiki/Cartwright_Airport;YCA
1685;CYCB;medium_airport;Cambridge Bay Airport;6,91081E+11;-1,05138E+11;90;NA;CA;CA-NU;Cambridge Bay;yes;CYCB;YCB;;;https://en.wikipedia.org/wiki/Cambridge_Bay_Airport;
1686;CYCC;medium_airport;Cornwall Regional Airport;45092637;-74567724;175;NA;CA;CA-ON;Cornwall;no;CYCC;YCC;;;https://en.wikipedia.org/wiki/Cornwall_Regional_Airport;
1687;CYCD;medium_airport;Nanaimo Airport;4905497;-123869863;92;NA;CA;CA-BC;Nanaimo;yes;CYCD;YCD;;https://www.nanaimoairport.com/;https://en.wikipedia.org/wiki/Nanaimo_Airport;
1688;CYCE;medium_airport;Centralia / James T. Field Memorial Aerodrome;43285599;-81508301;824;NA;CA;CA-ON;Huron Park;no;CYCE;YCE;CYCE;;https://en.wikipedia.org/wiki/Centralia/Huron_Airpark;RCAF Station Centralia, Huron Airpark
1689;CYCG;medium_airport;Castlegar/West Kootenay Regional Airport;4,92964E+11;-1,17632E+11;1624;NA;CA;CA-BC;Castlegar;yes;CYCG;YCG;;;https://en.wikipedia.org/wiki/Castlegar_Airport;
1690;CYCH;medium_airport;Miramichi Airport;47007801;-65449203;108;NA;CA;CA-NB;Miramichi;yes;CYCH;YCH;;;https://en.wikipedia.org/wiki/Miramichi_Airport;CFB Chatham, RCAF Station Chatham
1691;CYCL;medium_airport;Charlo Airport;47990799;-66330299;132;NA;CA;CA-NB;Charlo;yes;CYCL;YCL;;;https://en.wikipedia.org/wiki/Charlo_Airport;
1692;CYCN;medium_airport;Cochrane Airport;4,91056E+15;-8,10136E+15;861;NA;CA;CA-ON;Cochrane;no;CYCN;YCN;;;https://en.wikipedia.org/wiki/Cochrane_Airport;
1693;CYCO;medium_airport;Kugluktuk Airport;67816704;-115143997;74;NA;CA;CA-NU;Kugluktuk;yes;CYCO;YCO;;;https://en.wikipedia.org/wiki/Kugluktuk_Airport;Copper Mine Airport
1694;CYCP;medium_airport;Blue River Airport;5,21167E+12;-1,19283E+16;2240;NA;CA;CA-BC;Blue River;no;CYCP;;;;https://en.wikipedia.org/wiki/Blue_River_Airport;YCP
1695;CYCQ;medium_airport;Chetwynd Airport;5,56872E+16;-1,21627E+16;2000;NA;CA;CA-BC;Chetwynd;no;CYCQ;YCQ;;;https://en.wikipedia.org/wiki/Chetwynd_Airport;
1696;CYCR;medium_airport;Cross Lake (Charlie Sinclair Memorial) Airport;5,46106E+16;-9,77608E+15;709;NA;CA;CA-MB;Cross Lake;no;CYCR;YCR;;;https://en.wikipedia.org/wiki/Cross_Lake_(Charlie_Sinclair_Memorial)_Airport;
1697;CYCS;medium_airport;Chesterfield Inlet Airport;6,33469E+16;-9,07311E+15;32;NA;CA;CA-NU;Chesterfield Inlet;yes;CYCS;YCS;;;https://en.wikipedia.org/wiki/Chesterfield_Inlet_Airport;
1701;CYCY;medium_airport;Clyde River Airport;7,04861E+11;-6,85167E+11;87;NA;CA;CA-NU;Clyde River;yes;CYCY;YCY;;;https://en.wikipedia.org/wiki/Clyde_River_Airport;
1703;CYDA;medium_airport;Dawson City Airport;6,40431E+15;-1,39128E+15;1215;NA;CA;CA-YT;Dawson City;yes;CYDA;YDA;;;https://en.wikipedia.org/wiki/Dawson_City_Airport;
1704;CYDB;medium_airport;Burwash Airport;61371101;-139041;2647;NA;CA;CA-YT;Burwash Landing;no;CYDB;YDB;;;https://en.wikipedia.org/wiki/Burwash_Airport;
1705;CYDC;medium_airport;Princeton Airport;4,94681E+11;-1,20511E+11;2298;NA;CA;CA-BC;Town of Princeton;no;CYDC;;;http://princetonairport.ca;https://en.wikipedia.org/wiki/Princeton_Airport_(British_Columbia);YDC
1706;CYDF;medium_airport;Deer Lake Airport;4,92108E+15;-5,73914E+15;72;NA;CA;CA-NL;Deer Lake;yes;CYDF;YDF;;;https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland);
1709;CYDM;medium_airport;Ross River Airport;6,19706E+11;-13242300415;2314;NA;CA;CA-YT;Ross River;no;CYDM;XRR;YDM;;https://en.wikipedia.org/wiki/Ross_River_Airport;
1710;CYDN;medium_airport;Dauphin Barker Airport;5,11008E+16;-1,00052E+14;999;NA;CA;CA-MB;Dauphin;yes;CYDN;YDN;;;https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport);
1711;CYDO;medium_airport;Dolbeau St Felicien Airport;4,87785E+13;-72375;372;NA;CA;CA-QC;Dolbeau-St-Félicien;no;CYDO;YDO;;;https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport;Dolbeau St Methode
1712;CYDP;medium_airport;Nain Airport;56550778;-61682224;22;NA;CA;CA-NL;Nain;yes;CYDP;YDP;;;https://en.wikipedia.org/wiki/Nain_Airport;
1713;CYDQ;medium_airport;Dawson Creek Airport;5,57423E+14;-1,20183E+16;2148;NA;CA;CA-BC;Dawson Creek;yes;CYDQ;YDQ;;;https://en.wikipedia.org/wiki/Dawson_Creek_Airport;
1716;CYEE;medium_airport;Huronia Airport;4,46833E+11;-7,99283E+11;770;NA;CA;CA-ON;Midland;no;CYEE;;YEE;;https://en.wikipedia.org/wiki/Midland/Huronia_Airport;
1717;CYEG;large_airport;Edmonton International Airport;533097;-113580002;2373;NA;CA;CA-AB;Edmonton;yes;CYEG;YEG;CYEG;http://www.edmontonairports.com/;https://en.wikipedia.org/wiki/Edmonton_International_Airport;
1718;CYEK;medium_airport;Arviat Airport;6,10942E+11;-9,40708E+15;32;NA;CA;CA-NU;Arviat;yes;CYEK;YEK;;;https://en.wikipedia.org/wiki/Arviat_Airport;
1719;CYEL;medium_airport;Elliot Lake Municipal Airport;46351398468;-8,25614E+11;1087;NA;CA;CA-ON;Elliot Lake;no;CYEL;YEL;;http://cyelont.tripod.com/cyel/;https://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport;
1720;CYEM;medium_airport;Manitoulin East Municipal Airport;45842435;-81857595;869;NA;CA;CA-ON;Sheguiandah;no;CYEM;YEM;;;https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport;
1721;CYEN;medium_airport;Estevan Airport;4,92103E+11;-1,02966E+11;1905;NA;CA;CA-SK;Estevan;no;CYEN;YEN;;;https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome;YEN
1722;CYER;medium_airport;Fort Severn Airport;5,60189E+15;-8,76761E+15;48;NA;CA;CA-ON;Fort Severn;yes;CYER;YER;;;https://en.wikipedia.org/wiki/Fort_Severn_Airport;
1724;CYET;medium_airport;Edson Airport;5,35789E+16;-1,16465E+11;3043;NA;CA;CA-AB;Edson;no;CYET;YET;;;https://en.wikipedia.org/wiki/Edson_Airport;
1726;CYEV;medium_airport;Inuvik Mike Zubko Airport;6,83042E+15;-1,33483E+11;224;NA;CA;CA-NT;Inuvik;yes;CYEV;YEV;;;https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport;
1727;CYEY;medium_airport;Amos/Magny Airport;48563903;-78249702;1068;NA;CA;CA-QC;Amos;no;CYEY;YEY;;;https://en.wikipedia.org/wiki/Amos/Magny_Airport;
1728;CYFA;medium_airport;Fort Albany Airport;5,22014E+15;-8,16969E+14;48;NA;CA;CA-ON;Fort Albany;yes;CYFA;YFA;;;https://en.wikipedia.org/wiki/Fort_Albany_Airport;
1729;CYFB;medium_airport;Iqaluit Airport;63756402;-68555801;110;NA;CA;CA-NU;Iqaluit;yes;CYFB;YFB;;;https://en.wikipedia.org/wiki/Iqaluit_Airport;Frobisher Bay Air Base
1730;CYFC;medium_airport;Fredericton Airport;4,58689E+16;-6,65372E+15;68;NA;CA;CA-NB;Fredericton;yes;CYFC;YFC;;;https://en.wikipedia.org/wiki/Greater_Fredericton_Airport;
1732;CYFE;medium_airport;Forestville Airport;4,87461E+15;-6,90972E+15;293;NA;CA;CA-QC;Forestville;no;CYFE;YFE;;;https://en.wikipedia.org/wiki/Forestville_Airport;
1733;CYFH;medium_airport;Fort Hope Airport;5,15619E+14;-8,79078E+15;899;NA;CA;CA-ON;Fort Hope;yes;CYFH;YFH;;;https://en.wikipedia.org/wiki/Fort_Hope_Airport;
1734;CYFJ;medium_airport;Mont-Tremblant International Airport;46409401;-74779999;827;NA;CA;CA-QC;La Macaza;yes;CYFJ;YTM;;http://www.mtia.ca/;https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport;YFJ, CYTM
1735;CYFO;medium_airport;Flin Flon Airport;5,46781E+14;-1,01682E+16;997;NA;CA;CA-MB;Flin Flon;yes;CYFO;YFO;;;https://en.wikipedia.org/wiki/Flin_Flon_Airport;
1736;CYFR;medium_airport;Fort Resolution Airport;6,11808E+11;-1,1369E+11;526;NA;CA;CA-NT;Fort Resolution;no;CYFR;YFR;;;https://en.wikipedia.org/wiki/Fort_Resolution_Airport;YFR
1737;CYFS;medium_airport;Fort Simpson Airport;6,17602E+15;-1,21237E+16;555;NA;CA;CA-NT;Fort Simpson;yes;CYFS;YFS;;;https://en.wikipedia.org/wiki/Fort_Simpson_Airport;
1738;CYFT;medium_airport;Makkovik Airport;55077335;-59187942;234;NA;CA;CA-NL;Makkovik;yes;CYFT;YMN;;;https://en.wikipedia.org/wiki/Makkovik_Airport;YFT
1739;CYGB;medium_airport;Texada Gillies Bay Airport;4,96942E+15;-1,24518E+16;326;NA;CA;CA-BC;Texada;yes;CYGB;YGB;;;https://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport;
1740;CYGD;medium_airport;Goderich Airport;4,37669E+11;-8,17106E+11;712;NA;CA;CA-ON;Goderich;no;CYGD;;YGD;http://www.goderich.ca/en/townhall/airport.asp;https://en.wikipedia.org/wiki/Goderich_Airport;
1741;CYGE;medium_airport;Golden Airport;51299196;-116982002;2575;NA;CA;CA-BC;Golden;no;CYGE;;;;https://en.wikipedia.org/wiki/Golden_Airport;AL4
1742;CYGH;medium_airport;Fort Good Hope Airport;6,62408E+15;-1,28651E+15;268;NA;CA;CA-NT;Fort Good Hope;yes;CYGH;YGH;;;https://en.wikipedia.org/wiki/Fort_Good_Hope_Airport;
1743;CYGK;medium_airport;Kingston Norman Rogers Airport;4,42253E+15;-7,65969E+14;305;NA;CA;CA-ON;Kingston;yes;CYGK;YGK;;http://www.cityofkingston.ca/residents/transportation/airport/index.asp;https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport;
1744;CYGL;medium_airport;La Grande Rivière Airport;5,36253E+16;-7,77042E+14;639;NA;CA;CA-QC;La Grande Rivière;yes;CYGL;YGL;;;https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport;
1745;CYGM;medium_airport;Gimli Industrial Park Airport;5,06281E+15;-9,70433E+15;753;NA;CA;CA-MB;Gimli;no;CYGM;YGM;;;https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport;
1746;CYGO;medium_airport;Gods Lake Narrows Airport;5,45589E+15;-9,44914E+15;617;NA;CA;CA-MB;Gods Lake Narrows;yes;CYGO;YGO;;;https://en.wikipedia.org/wiki/Gods_Lake_Narrows_Airport;
1747;CYGP;medium_airport;Gaspé (Michel-Pouliot) Airport;4,87753E+11;-6,44786E+11;112;NA;CA;CA-QC;Gaspé;yes;CYGP;YGP;;;https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport;
1748;CYGQ;medium_airport;Geraldton Greenstone Regional Airport;4,97783E+15;-8,69394E+15;1144;NA;CA;CA-ON;Geraldton;no;CYGQ;YGQ;;;https://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport;
1749;CYGR;medium_airport;Îles-de-la-Madeleine Airport;47425242;-61778612;35;NA;CA;CA-QC;Les Îles-de-la-Madeleine;yes;CYGR;YGR;;;https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport;
1750;CYGT;medium_airport;Igloolik Airport;6,93647E+11;-8,18161E+11;174;NA;CA;CA-NU;Igloolik;yes;CYGT;YGT;;;https://en.wikipedia.org/wiki/Igloolik_Airport;
1751;CYGV;medium_airport;Havre-Saint-Pierre Airport;50281898;-63611401;124;NA;CA;CA-QC;Havre-Saint-Pierre;no;CYGV;YGV;;;https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport;
1752;CYGW;medium_airport;Kuujjuarapik Airport;5,52819E+16;-7,77653E+15;34;NA;CA;CA-QC;Kuujjuarapik;yes;CYGW;YGW;;;https://en.wikipedia.org/wiki/Kuujjuarapik_Airport;
1753;CYGX;medium_airport;Gillam Airport;5,63575E+15;-9,47106E+15;476;NA;CA;CA-MB;Gillam;yes;CYGX;YGX;;;https://en.wikipedia.org/wiki/Gillam_Airport;
1754;CYGZ;medium_airport;Grise Fiord Airport;7,64261E+11;-8,29092E+15;146;NA;CA;CA-NU;Grise Fiord;yes;CYGZ;YGZ;;;https://en.wikipedia.org/wiki/Grise_Fiord_Airport;
1755;CYHA;medium_airport;Quaqtaq Airport;6,10464E+14;-6,96178E+14;103;NA;CA;CA-QC;Quaqtaq;yes;CYHA;YQC;;;https://en.wikipedia.org/wiki/Quaqtaq_Airport;YHA
1757;CYHD;medium_airport;Dryden Regional Airport;49831699;-92744202;1354;NA;CA;CA-ON;Dryden;yes;CYHD;YHD;;;https://en.wikipedia.org/wiki/Dryden_Regional_Airport;
1758;CYHE;medium_airport;Hope Airport / FVRD Regional Airpark;49368865;-12149495;128;NA;CA;CA-BC;Hope;no;CYHE;YHE;;;https://en.wikipedia.org/wiki/Hope_Aerodrome;YHE
1759;CYHF;medium_airport;Hearst René Fontaine Municipal Airport;4,97142E+15;-8,36861E+15;827;NA;CA;CA-ON;Hearst;no;CYHF;YHF;;;https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport;
1760;CYHH;medium_airport;Nemiscau Airport;5,16911E+15;-7,61356E+14;802;NA;CA;CA-QC;Nemiscau;yes;CYHH;YNS;;;https://en.wikipedia.org/wiki/Nemiscau_Airport;YHH
1761;CYHI;medium_airport;Ulukhaktok Holman Airport;7,07628E+15;-1,17806E+16;117;NA;CA;CA-NT;Ulukhaktok;yes;CYHI;YHI;;;https://en.wikipedia.org/wiki/Ulukhaktok/Holman_Airport;
1762;CYHK;medium_airport;Gjoa Haven Airport;68635597229;-9,58497E+15;152;NA;CA;CA-NU;Gjoa Haven;yes;CYHK;YHK;;;https://en.wikipedia.org/wiki/Gjoa_Haven_Airport;
1763;CYHM;medium_airport;John C. Munro Hamilton International Airport;4,31736E+16;-7,9935E+15;780;NA;CA;CA-ON;Hamilton;yes;CYHM;YHM;;http://www.flyhi.ca/;https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport;Mount Hope Airport
1764;CYHN;medium_airport;Hornepayne Municipal Airport;4,91931E+15;-8,47589E+15;1099;NA;CA;CA-ON;Hornepayne;no;CYHN;YHN;;;https://en.wikipedia.org/wiki/Hornepayne_Municipal_Airport;
1765;CYHO;medium_airport;Hopedale Airport;55448757;-60228124;39;NA;CA;CA-NL;Hopedale;yes;CYHO;YHO;;;https://en.wikipedia.org/wiki/Hopedale_Airport;
1766;CYHR;medium_airport;Chevery Airport;5,04689E+15;-5,96367E+15;39;NA;CA;CA-QC;Chevery;yes;CYHR;YHR;;;https://en.wikipedia.org/wiki/Chevery_Airport;
1767;CYHT;medium_airport;Haines Junction Airport;607892;-137546005;2150;NA;CA;CA-YT;Haines Junction;no;CYHT;YHT;;;https://en.wikipedia.org/wiki/Haines_Junction_Airport;
1768;CYHU;medium_airport;Montréal / Saint-Hubert Airport;4,55175E+11;-7,34169E+11;90;NA;CA;CA-QC;Montréal;yes;CYHU;YHU;;http://www.dashl.ca/;https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport;
1769;CYHY;medium_airport;Hay River / Merlyn Carter Airport;6,08397E+11;-1,15783E+11;541;NA;CA;CA-NT;Hay River;yes;CYHY;YHY;;;https://en.wikipedia.org/wiki/Hay_River_Airport;
1770;CYHZ;large_airport;Halifax / Stanfield International Airport;4,48808E+11;-6,35086E+11;477;NA;CA;CA-NS;Halifax;yes;CYHZ;YHZ;;http://www.hiaa.ca/;https://en.wikipedia.org/wiki/Halifax_International_Airport;Robert L. Stanfield International Airport
1771;CYIB;medium_airport;Atikokan Municipal Airport;4,87739E+11;-9,16386E+11;1408;NA;CA;CA-ON;Atikokan;no;CYIB;YIB;;http://www.atikokaninfo.com/community/transportation/airport/;https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport;
1772;CYID;medium_airport;Digby / Annapolis Regional Airport;4,45458E+11;-6,57854E+11;499;NA;CA;CA-NS;Digby;no;CYID;YDG;;;https://en.wikipedia.org/wiki/Digby_Airport;YID
1773;CYIF;medium_airport;St Augustin Airport;5,12117E+11;-5,86583E+11;20;NA;CA;CA-QC;St-Augustin;no;CYIF;YIF;;;https://en.wikipedia.org/wiki/St-Augustin_Airport;Pakuashipi Airport
